peer_group_id,description
PG_6191,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Debt Repayment"
PG_6192,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Retirement"
PG_6193,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Emergency Fund Building"
PG_6194,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Travel"
PG_6195,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Home Purchase"
PG_6196,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Investment Growth"
PG_6197,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Education Funding (Child/Self)"
PG_6198,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Healthcare Savings"
PG_6199,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Early Financial Freedom/FIRE"
PG_6200,"Income: $414,900 - $550,100, Age: 33 - 48, State: TN, Goal: Other"
PG_6201,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Debt Repayment"
PG_6202,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Retirement"
PG_6203,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Emergency Fund Building"
PG_6204,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Travel"
PG_6205,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Home Purchase"
PG_6206,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Investment Growth"
PG_6207,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Education Funding (Child/Self)"
PG_6208,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Healthcare Savings"
PG_6209,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Early Financial Freedom/FIRE"
PG_6210,"Income: $414,900 - $550,100, Age: 33 - 48, State: MA, Goal: Other"
PG_6211,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Debt Repayment"
PG_6212,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Retirement"
PG_6213,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Emergency Fund Building"
PG_6214,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Travel"
PG_6215,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Home Purchase"
PG_6216,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Investment Growth"
PG_6217,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Education Funding (Child/Self)"
PG_6218,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Healthcare Savings"
PG_6219,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Early Financial Freedom/FIRE"
PG_6220,"Income: $414,900 - $550,100, Age: 33 - 48, State: OH, Goal: Other"
PG_6221,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Debt Repayment"
PG_6222,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Retirement"
PG_6223,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Emergency Fund Building"
PG_6224,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Travel"
PG_6225,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Home Purchase"
PG_6226,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Investment Growth"
PG_6227,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Education Funding (Child/Self)"
PG_6228,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Healthcare Savings"
PG_6229,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Early Financial Freedom/FIRE"
PG_6230,"Income: $414,900 - $550,100, Age: 33 - 48, State: ND, Goal: Other"
PG_6231,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Debt Repayment"
PG_6232,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Retirement"
PG_6233,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Emergency Fund Building"
PG_6234,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Travel"
PG_6235,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Home Purchase"
PG_6236,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Investment Growth"
PG_6237,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Education Funding (Child/Self)"
PG_6238,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Healthcare Savings"
PG_6239,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Early Financial Freedom/FIRE"
PG_6240,"Income: $414,900 - $550,100, Age: 33 - 48, State: NH, Goal: Other"
PG_6241,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Debt Repayment"
PG_6242,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Retirement"
PG_6243,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Emergency Fund Building"
PG_6244,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Travel"
PG_6245,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Home Purchase"
PG_6246,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Investment Growth"
PG_6247,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Education Funding (Child/Self)"
PG_6248,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Healthcare Savings"
PG_6249,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Early Financial Freedom/FIRE"
PG_6250,"Income: $414,900 - $550,100, Age: 33 - 48, State: IL, Goal: Other"
PG_6251,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Debt Repayment"
PG_6252,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Retirement"
PG_6253,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Emergency Fund Building"
PG_6254,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Travel"
PG_6255,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Home Purchase"
PG_6256,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Investment Growth"
PG_6257,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Education Funding (Child/Self)"
PG_6258,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Healthcare Savings"
PG_6259,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Early Financial Freedom/FIRE"
PG_6260,"Income: $414,900 - $550,100, Age: 33 - 48, State: WY, Goal: Other"
PG_6261,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Debt Repayment"
PG_6262,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Retirement"
PG_6263,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Emergency Fund Building"
PG_6264,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Travel"
PG_6265,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Home Purchase"
PG_6266,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Investment Growth"
PG_6267,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Education Funding (Child/Self)"
PG_6268,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Healthcare Savings"
PG_6269,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Early Financial Freedom/FIRE"
PG_6270,"Income: $414,900 - $550,100, Age: 33 - 48, State: CT, Goal: Other"
PG_6271,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Debt Repayment"
PG_6272,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Retirement"
PG_6273,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Emergency Fund Building"
PG_6274,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Travel"
PG_6275,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Home Purchase"
PG_6276,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Investment Growth"
PG_6277,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Education Funding (Child/Self)"
PG_6278,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Healthcare Savings"
PG_6279,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Early Financial Freedom/FIRE"
PG_6280,"Income: $414,900 - $550,100, Age: 33 - 48, State: MO, Goal: Other"
PG_6281,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Debt Repayment"
PG_6282,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Retirement"
PG_6283,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Emergency Fund Building"
PG_6284,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Travel"
PG_6285,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Home Purchase"
PG_6286,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Investment Growth"
PG_6287,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Education Funding (Child/Self)"
PG_6288,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Healthcare Savings"
PG_6289,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Early Financial Freedom/FIRE"
PG_6290,"Income: $414,900 - $550,100, Age: 33 - 48, State: TX, Goal: Other"
PG_6291,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Debt Repayment"
PG_6292,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Retirement"
PG_6293,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Emergency Fund Building"
PG_6294,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Travel"
PG_6295,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Home Purchase"
PG_6296,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Investment Growth"
PG_6297,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Education Funding (Child/Self)"
PG_6298,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Healthcare Savings"
PG_6299,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Early Financial Freedom/FIRE"
PG_6300,"Income: $414,900 - $550,100, Age: 33 - 48, State: NJ, Goal: Other"
PG_6301,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Debt Repayment"
PG_6302,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Retirement"
PG_6303,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Emergency Fund Building"
PG_6304,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Travel"
PG_6305,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Home Purchase"
PG_6306,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Investment Growth"
PG_6307,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Education Funding (Child/Self)"
PG_6308,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Healthcare Savings"
PG_6309,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Early Financial Freedom/FIRE"
PG_6310,"Income: $414,900 - $550,100, Age: 33 - 48, State: RI, Goal: Other"
PG_6311,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Debt Repayment"
PG_6312,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Retirement"
PG_6313,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Emergency Fund Building"
PG_6314,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Travel"
PG_6315,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Home Purchase"
PG_6316,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Investment Growth"
PG_6317,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Education Funding (Child/Self)"
PG_6318,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Healthcare Savings"
PG_6319,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Early Financial Freedom/FIRE"
PG_6320,"Income: $414,900 - $550,100, Age: 33 - 48, State: NV, Goal: Other"
PG_6321,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Debt Repayment"
PG_6322,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Retirement"
PG_6323,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Emergency Fund Building"
PG_6324,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Travel"
PG_6325,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Home Purchase"
PG_6326,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Investment Growth"
PG_6327,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Education Funding (Child/Self)"
PG_6328,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Healthcare Savings"
PG_6329,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Early Financial Freedom/FIRE"
PG_6330,"Income: $414,900 - $550,100, Age: 33 - 48, State: GA, Goal: Other"
PG_6331,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Debt Repayment"
PG_6332,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Retirement"
PG_6333,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Emergency Fund Building"
PG_6334,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Travel"
PG_6335,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Home Purchase"
PG_6336,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Investment Growth"
PG_6337,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Education Funding (Child/Self)"
PG_6338,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Healthcare Savings"
PG_6339,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Early Financial Freedom/FIRE"
PG_6340,"Income: $414,900 - $550,100, Age: 33 - 48, State: VI, Goal: Other"
PG_6341,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Debt Repayment"
PG_6342,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Retirement"
PG_6343,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Emergency Fund Building"
PG_6344,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Travel"
PG_6345,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Home Purchase"
PG_6346,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Investment Growth"
PG_6347,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Education Funding (Child/Self)"
PG_6348,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Healthcare Savings"
PG_6349,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Early Financial Freedom/FIRE"
PG_6350,"Income: $414,900 - $550,100, Age: 33 - 48, State: PR, Goal: Other"
PG_6351,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Debt Repayment"
PG_6352,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Retirement"
PG_6353,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Emergency Fund Building"
PG_6354,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Travel"
PG_6355,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Home Purchase"
PG_6356,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Investment Growth"
PG_6357,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Education Funding (Child/Self)"
PG_6358,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Healthcare Savings"
PG_6359,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Early Financial Freedom/FIRE"
PG_6360,"Income: $414,900 - $550,100, Age: 33 - 48, State: MP, Goal: Other"
PG_6361,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Debt Repayment"
PG_6362,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Retirement"
PG_6363,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Emergency Fund Building"
PG_6364,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Travel"
PG_6365,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Home Purchase"
PG_6366,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Investment Growth"
PG_6367,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Education Funding (Child/Self)"
PG_6368,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Healthcare Savings"
PG_6369,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Early Financial Freedom/FIRE"
PG_6370,"Income: $414,900 - $550,100, Age: 33 - 48, State: OR, Goal: Other"
PG_6371,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Debt Repayment"
PG_6372,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Retirement"
PG_6373,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Emergency Fund Building"
PG_6374,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Travel"
PG_6375,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Home Purchase"
PG_6376,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Investment Growth"
PG_6377,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Education Funding (Child/Self)"
PG_6378,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Healthcare Savings"
PG_6379,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Early Financial Freedom/FIRE"
PG_6380,"Income: $414,900 - $550,100, Age: 33 - 48, State: LA, Goal: Other"
PG_6381,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Debt Repayment"
PG_6382,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Retirement"
PG_6383,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Emergency Fund Building"
PG_6384,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Travel"
PG_6385,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Home Purchase"
PG_6386,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Investment Growth"
PG_6387,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Education Funding (Child/Self)"
PG_6388,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Healthcare Savings"
PG_6389,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Early Financial Freedom/FIRE"
PG_6390,"Income: $414,900 - $550,100, Age: 33 - 48, State: CA, Goal: Other"
PG_6391,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Debt Repayment"
PG_6392,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Retirement"
PG_6393,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Emergency Fund Building"
PG_6394,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Travel"
PG_6395,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Home Purchase"
PG_6396,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Investment Growth"
PG_6397,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Education Funding (Child/Self)"
PG_6398,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Healthcare Savings"
PG_6399,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Early Financial Freedom/FIRE"
PG_6400,"Income: $414,900 - $550,100, Age: 33 - 48, State: AR, Goal: Other"
PG_6401,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Debt Repayment"
PG_6402,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Retirement"
PG_6403,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Emergency Fund Building"
PG_6404,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Travel"
PG_6405,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Home Purchase"
PG_6406,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Investment Growth"
PG_6407,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Education Funding (Child/Self)"
PG_6408,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Healthcare Savings"
PG_6409,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Early Financial Freedom/FIRE"
PG_6410,"Income: $414,900 - $550,100, Age: 33 - 48, State: NY, Goal: Other"
PG_6411,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Debt Repayment"
PG_6412,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Retirement"
PG_6413,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Emergency Fund Building"
PG_6414,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Travel"
PG_6415,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Home Purchase"
PG_6416,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Investment Growth"
PG_6417,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Education Funding (Child/Self)"
PG_6418,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Healthcare Savings"
PG_6419,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Early Financial Freedom/FIRE"
PG_6420,"Income: $414,900 - $550,100, Age: 33 - 48, State: IN, Goal: Other"
PG_6421,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Debt Repayment"
PG_6422,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Retirement"
PG_6423,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Emergency Fund Building"
PG_6424,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Travel"
PG_6425,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Home Purchase"
PG_6426,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Investment Growth"
PG_6427,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Education Funding (Child/Self)"
PG_6428,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Healthcare Savings"
PG_6429,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Early Financial Freedom/FIRE"
PG_6430,"Income: $414,900 - $550,100, Age: 33 - 48, State: AK, Goal: Other"
PG_6431,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Debt Repayment"
PG_6432,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Retirement"
PG_6433,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Emergency Fund Building"
PG_6434,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Travel"
PG_6435,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Home Purchase"
PG_6436,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Investment Growth"
PG_6437,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Education Funding (Child/Self)"
PG_6438,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Healthcare Savings"
PG_6439,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Early Financial Freedom/FIRE"
PG_6440,"Income: $414,900 - $550,100, Age: 33 - 48, State: OK, Goal: Other"
PG_6441,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Debt Repayment"
PG_6442,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Retirement"
PG_6443,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Emergency Fund Building"
PG_6444,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Travel"
PG_6445,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Home Purchase"
PG_6446,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Investment Growth"
PG_6447,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Education Funding (Child/Self)"
PG_6448,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Healthcare Savings"
PG_6449,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Early Financial Freedom/FIRE"
PG_6450,"Income: $414,900 - $550,100, Age: 33 - 48, State: AS, Goal: Other"
PG_6451,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Debt Repayment"
PG_6452,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Retirement"
PG_6453,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Emergency Fund Building"
PG_6454,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Travel"
PG_6455,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Home Purchase"
PG_6456,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Investment Growth"
PG_6457,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Education Funding (Child/Self)"
PG_6458,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Healthcare Savings"
PG_6459,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Early Financial Freedom/FIRE"
PG_6460,"Income: $414,900 - $550,100, Age: 33 - 48, State: AL, Goal: Other"
PG_6461,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Debt Repayment"
PG_6462,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Retirement"
PG_6463,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Emergency Fund Building"
PG_6464,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Travel"
PG_6465,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Home Purchase"
PG_6466,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Investment Growth"
PG_6467,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Education Funding (Child/Self)"
PG_6468,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Healthcare Savings"
PG_6469,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Early Financial Freedom/FIRE"
PG_6470,"Income: $414,900 - $550,100, Age: 33 - 48, State: WI, Goal: Other"
PG_6471,"Income: $414,900 - $550,100, Age: 33 - 48, State: KS, Goal: Debt Repayment"
PG_6472,"Income: $414,900 - $550,100, Age: 33 - 48, State: KS, Goal: Retirement"
PG_6473,"Income: $414,900 - $550,100, Age: 33 - 48, State: KS, Goal: Emergency Fund Building"
PG_6474,"Income: $414,900 - $550,100, Age: 33 - 48, State: KS, Goal: Travel"
